title,price,rating
"ASUS Vivobook 14, Intel Core i7-1165G7 11th Gen, 14"" (35.56 cm) FHD, Thin and Laptop (16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11/Office 2021/FP Sensor/Silver/1.55 kg), X415EA-EK701WS  ","56,990",
"Dell Vostro 3420 Laptop,12th Gen Intel Core i3-1215U, 8GB & 512GB SSD, 14.0"" (35.56Cms) FHD WVA AG 250 nits, Win11+MSO'21, Carbon Black(D552325WIN9BE, 1.48 KGs)  ","41,990",
"Fujitsu CH Intel Evo Core i5 11th Gen 13.3â€ FHD IGZO Panel 400Nits Thin & Light Laptop(16GB/512GB SSD/Windows 11/Office 2021/Iris Xe Graphics/Backlit/2Yr Warranty/Brown/988gm),4ZR1H03553  ","54,990",
"Dell G15-5520 Gaming Laptop, Intel i9-12900H, 16GB DDR5, 1TB SSD, NVIDIA RTX 3060 (6GB GDDR6), 15.6"" (39.62Cms) FHD WVA AG, Windows 11+ MSO'21, Dark Shadow Grey (D560897WIN9S, 2.81Kgs)  ","1,38,990",
HP 240 G8 689U3PA 14 inch Laptop Core i5-1135G7/8 GB /512 GB PCIe® NVMe™ SSD /Intel® Iris® Xᵉ Graphics/Windows 11/Black/1 Year Warranty  ,"48,990",
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 5600H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop 8GB/256GB SSD+1TB/ Windows 11 Home /NVIDIA GTX 1650 4GB/Alexa/3 Month Game Pass/Shadow Black/2.2Kg, 82K201Y9IN  ","54,500",
"HP 15s, AMD Ryzen 3 5300U, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/Dual Speakers) 15s- eq2213AU  ","39,990",
"HP 15s, AMD Ryzen 3 5300U, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/Dual Speakers) 15s- eq2213AU  ","39,990",
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN  ","57,990",
"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800N2IN  ","36,158",
"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA GTX 1650/120Hz/Win 11/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K10198IN  ","55,109",
Xiaomi NoteBook Pro 120 12th Gen Intel i5-12450H Thin & Light (16GB LPDDR5 RAM/512GB SSD/Iris Xe Graphics/14″ 2.5K Resolution/120Hz Display/Win 11/Thunderbolt 4/MS Office’21/Fingerprint Sensor/1.45Kg)  ,"64,999",
"Dell New Inspiron 3511 Laptop,11th Gen Intel Core I3-1115G4, Windows 11 + MSO'21, 8Gb, 512Gb SSD, 15.6"" (39.62Cms) FHD WVA Ag, Platinum Silver (D560749Win9S, 1.8Kgs)  ","42,849",
"MSI Raider GE78HX, Intel 13th Gen. i9-13980HX, 43CM QHD+ 240Hz Gaming Laptop (64GB/2TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4090, 16GB GDDR6/Black/3.1Kg), 13VI-087IN  ","4,99,990",
"Lenovo V15 G3 Intel Core i3-1215U 12th Gen Thin and Light Laptop/ 8GB DDR4 3200 Ram / 512 GB SSD PCIe/Windows 11/Integrated Graphics /15.6"" FHD Display / 1 Year Warranty  ","37,999",
"(Renewed) HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU  ","27,191",
Xiaomi NoteBook Pro 120 12th Gen Intel i5-12450H Thin & Light (16GB LPDDR5 RAM/512GB SSD/Iris Xe Graphics/14″ 2.5K Resolution/120Hz Display/Win 11/Thunderbolt 4/MS Office’21/Fingerprint Sensor/1.45Kg)  ,"64,999",
"HP 15s, AMD Ryzen 3 5300U, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/Dual Speakers) 15s- eq2213AU  ","39,990",
"Apple 2023 MacBook Pro Laptop M2 Max chip with 12‑core CPU and 38‑core GPU: 33.74 cm (16.2-inch), 32GB Unified Memory, 1TB SSD Storage. Works with iPhone/iPad; Silver  ","3,45,766",
"(Renewed) Lenovo T440p ThinkPad 4th Gen Intel Core i5 - 4300m 14 inches Business Laptop (8 GB, 500 GB HDD, 1366 X 768, Windows 10 Pro, Black, 2.1 kg)  ","14,124",
"Lenovo ThinkPad E14 Intel Core i3 12th Gen 14"" FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office H&S 2021/FPR/Black/1.59 kg), 21E3S0AV00  ","47,990",
"Apple 2021 MacBook Pro (16-inch/41.05 cm, M1 Max chip with 10‑core CPU and 32‑core GPU, 32GB RAM, 1TB SSD) - Silver  ","3,19,990",4.7 out of 5 stars
"(Renewed) Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800LGIN  ",,
"(Renewed) Lenovo Thinkpad Laptop x270 Intel Core i7-7th Gen Processor , 16 GB Ram & 1TB SSD, 12.5 Inches FHD 1080p 1.43KG Light Weight Notebook Computer  ","31,990",
"Dell New 14"" Latitude 3420- i3 11th Gen || 8 GB || 256 GB SSD || 14"" HD 1920 x 1080 Pixels || Ubuntu-Dos || 1 Year Onsite with ADP Warranty  ","34,900",
"HP 250 G8 Laptop (11th Gen Intel Core i3-1115G4/8GB DDR4 Ram / 512GB SSD/Windows 10/39.62 cm (15.6 inch) HD/Intel UHD Graphics) 42V68PA (Dark Ash Silver, 1.74 kg)  ","39,999",
"ASUS Vivobook 15 OLED (2023), AMD Ryzen 5 7530U, 15.6"" (39.62 cm) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit KB/FP Sensor/Black/1.7 Kg), M1505YA-LK541WS  ","65,990",
Xiaomi NoteBook Pro 120 12th Gen Intel i5-12450H Thin & Light (16GB LPDDR5 RAM/512GB SSD/Iris Xe Graphics/14″ 2.5K Resolution/120Hz Display/Win 11/Thunderbolt 4/MS Office’21/Fingerprint Sensor/1.45Kg)  ,"64,999",
"ASUS Vivobook 14, Intel Core i7-1165G7 11th Gen, 14"" (35.56 cm) FHD, Thin and Laptop (16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11/Office 2021/FP Sensor/Silver/1.55 kg), X415EA-EK701WS  ","56,990",
"Dell Vostro 3420 Laptop,12th Gen Intel Core i3-1215U, 8GB & 512GB SSD, 14.0"" (35.56Cms) FHD WVA AG 250 nits, Win11+MSO'21, Carbon Black(D552325WIN9BE, 1.48 KGs)  ","41,990",
"Fujitsu CH Intel Evo Core i5 11th Gen 13.3â€ FHD IGZO Panel 400Nits Thin & Light Laptop(16GB/512GB SSD/Windows 11/Office 2021/Iris Xe Graphics/Backlit/2Yr Warranty/Brown/988gm),4ZR1H03553  ","54,990",
"Samsung Galaxy Book3 Pro 360 Intel 13th Gen i5 EvoTM 40.62cm(16"") Touchscreen 2-in-1 3K Display, 120Hz, Thin & Light Laptop(16 GB/512 GB SSD/Windows 11/MS Office/S-Pen/Graphite/1.6Kg), NP960QFG-KA2IN  ","1,55,990",
"MSI Gaming Sword 15, Intel 12th Gen. i5-12500H, 40CM FHD 144Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/Nvidia RTX 3050 4GB GDDR6/ Black/2.6Kg), A12UC-467IN  ","83,990",4.4 out of 5 stars
"(Renewed) ASUS ROG Flow Z13 (2022), 13.4"" (34.03 cms) FHD+ 16:10, 120Hz Touch, Intel Core i5 12th Gen, 2-in-1 Gaming Laptop (16GB/512GB SSD/Win 11/Integrated Graphics/Office 2021/Black/1.12 kg) GZ301ZA-LD049WS  ","82,548",
"HP 15s, AMD Ryzen 3 5300U, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/Dual Speakers) 15s- eq2213AU  ","39,990",
"HP 15s, AMD Ryzen 3 5300U, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/Dual Speakers) 15s- eq2213AU  ","39,990",
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN  ","57,990",
"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800N2IN  ","36,158",
"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA GTX 1650/120Hz/Win 11/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K10198IN  ","55,109",
Xiaomi NoteBook Pro 120 12th Gen Intel i5-12450H Thin & Light (16GB LPDDR5 RAM/512GB SSD/Iris Xe Graphics/14″ 2.5K Resolution/120Hz Display/Win 11/Thunderbolt 4/MS Office’21/Fingerprint Sensor/1.45Kg)  ,"64,999",
"(Renewed) Dell Latitude Laptop E5480 Intel Core i5 7th Gen. - 7300u Processor, 8 GB Ram & 512 GB SSD, 14.1 inches Full HD Screen Notebook Computer Windows 10 Pro  ","22,313",
"HP 15s, 11th Gen Intel Core i3, 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Alexa Built-in/Win 11/Intel UHD Graphics/Dual Speakers/MS Office 2021/1.69 Kg, 15s-fr2511TU  ","40,400",
"HP Chromebook x360 Intel Celeron N4120 14 inch(35.6 cm) Micro-Edge, Touchscreen, 2-in-1 Laptop (4GB RAM/64GB eMMC/Chrome OS 64/UHD Graphics,1.49kg), 14a-ca0504TU  ","28,490",
"(Renewed) Dell E7450 Latitude 14 Inches Laptop (5th Gen Intel Core i5 - 5300u /16 GB/256 GB SSD/Windows 10 Pro), Black  ","18,853",
"Lenovo Ideapad Gaming 3 AMD Ryzen 5 5600H 15.6"" (39.62cm) FHD IPS Gaming Laptop (16GB/512GB SSD/4GB NVIDIA RTX 3050/120Hz/Win 11/Office 2021/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K201ULIN  ","68,990",4.3 out of 5 stars
"HP 15s, AMD Ryzen 3 5300U, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/Dual Speakers) 15s- eq2213AU  ","39,990",
"Apple 2023 MacBook Pro Laptop M2 Max chip with 12‑core CPU and 38‑core GPU: 33.74 cm (16.2-inch), 32GB Unified Memory, 1TB SSD Storage. Works with iPhone/iPad; Silver  ","3,45,766",
"Dell Inspiron 3525 Laptop, AMD Athlon Silver 3050U, Win11 + Office 21, 8GB GDDR4, 256GB SSD, Radeon Graphics, 15.6"" (39.62Cms) HD AG, Black (D560766WIN9BE, 1.68Kgs)  ",,
"Dell Inspiron 14-inch 2-in-1 Laptop (35.56 cms) | Windows 11, MS Office 2021 | Intel i3-1215U | 8GB Memory, 512GB SSD | FHD Screen, WVA TrueLife Touch 250 nits | 7420 - Platinum Silver (D560774WIN9S)  ","63,990",
"ASUS Eeebook 14, 14-inch (35.56 cms) HD, Intel Pentium Silver N6000, Thin and Laptop (4GB/256GB SSD/Integrated Graphics/Windows 11/Office 2021/Black/1.3 kg), E410KA-BV121WS  ","25,490",
"HP Pavilion 14 12th Gen Intel Core i7 16GB SDRAM/1TB SSD 14 inch(35.6cm) FHD,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B&O/Win 11/Alexa Built-in/Backlit KB/FPR/MSO 2021/Natural Silver,14-dv2015TU  ","85,000",4.3 out of 5 stars
"(Renewed) Lenovo X220 Thinkpad 12 Inches Screen Laptop (2nd Gen Intel Core i5 - 2520m /4 GB/320 GB HDD/Windows 7 Pro), Black  ","14,744",
"Lenovo IdeaPad Slim 3 Chromebook Intel Celeron N4020 14'' (35.56cm) FHD Thin & Light Laptop (4GB/64GB eMMC/Chrome OS/Upto 10hr Battery/2W x2 HD Speaker/Platinum Grey/1.4Kg), 82C1002EHA  ","23,990",
"Hp Pavilion Gaming 15-Amd Ryzen 5 15.6 Inches Micro-Edge, Ips, Anti-Glare, Fhd Display (8Gb Ram/512 Gb Ssd/144 Hz/ Rtx 3050Ti 4Gb Graphics/B&O Audio/Windows 11 Home/Ms Office)15-Ec2048Ax, Shadow Black  ","67,490",
"(Renewed) Dell Latitude Laptop Windows 10 Pro E7470 Intel Core i5 - 6300u Processor, 8 GB Ram & 256 GB SSD, 14.1 inches Screen (Ultra Slim & Light 1.58KG) Notebook Computer  ","17,899",
Xiaomi NoteBook Pro 120 12th Gen Intel i5-12450H Thin & Light (16GB LPDDR5 RAM/512GB SSD/Iris Xe Graphics/14″ 2.5K Resolution/120Hz Display/Win 11/Thunderbolt 4/MS Office’21/Fingerprint Sensor/1.45Kg)  ,"64,999",
"ASUS Vivobook 14, Intel Core i7-1165G7 11th Gen, 14"" (35.56 cm) FHD, Thin and Laptop (16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11/Office 2021/FP Sensor/Silver/1.55 kg), X415EA-EK701WS  ","56,990",
"Dell Vostro 3420 Laptop,12th Gen Intel Core i3-1215U, 8GB & 512GB SSD, 14.0"" (35.56Cms) FHD WVA AG 250 nits, Win11+MSO'21, Carbon Black(D552325WIN9BE, 1.48 KGs)  ","41,990",
"Fujitsu CH Intel Evo Core i5 11th Gen 13.3â€ FHD IGZO Panel 400Nits Thin & Light Laptop(16GB/512GB SSD/Windows 11/Office 2021/Iris Xe Graphics/Backlit/2Yr Warranty/Brown/988gm),4ZR1H03553  ","54,990",
"(Renewed) Dell Latitude Laptop Windows 10 Pro E7470 Intel Core i5 - 6300u Processor, 8 GB Ram & 256 GB SSD, 14.1 inches Screen (Ultra Slim & Light 1.58KG) Notebook Computer  ","17,899",
"(Renewed) Dell Latitude Laptop E5470 Intel Core I5 6Th Gen. - 6200U Processor, 8 Gb Ram & 128 Gb Ssd, Windows 10 Pro 14.1 Inches Hd Screen Notebook Computer  ",,
"(Renewed) DELL Latitude 5490 Core i5 7th Gen Laptop, 8 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim  ","27,050",
"HP 15s, AMD Ryzen 3 5300U, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/Dual Speakers) 15s- eq2213AU  ","39,990",
"HP 15s, AMD Ryzen 3 5300U, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/Dual Speakers) 15s- eq2213AU  ","39,990",
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN  ","57,990",
"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800N2IN  ","36,158",
"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA GTX 1650/120Hz/Win 11/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K10198IN  ","55,109",
Xiaomi NoteBook Pro 120 12th Gen Intel i5-12450H Thin & Light (16GB LPDDR5 RAM/512GB SSD/Iris Xe Graphics/14″ 2.5K Resolution/120Hz Display/Win 11/Thunderbolt 4/MS Office’21/Fingerprint Sensor/1.45Kg)  ,"64,999",
"HP 15s-11th Gen Intel Core i3 15.6 Laptop (8GB RAM/512GB SSD, FHD, Micro-Edge, Anti-Glare Display UHD Graphics/Alexa/Windows 11/ Dual Speakers/Fast Charge/Win 11/Backlit/MS Office) 15s- fr2512TU  ","40,749",
"(Renewed) Dell Intel Core i3 4005U 14-Inch (35.56 cms) HD (1366 X 768) Pixels Laptop (4 GB/128 GB SSD/Windows 10 Pro/Intel/Grey/1.75 Kg), 3340-i3-4-128  ","15,430",
"(Renewed) HP 348 G4 NOTEBOOK (Windows 10 Pro, Intel CORE I5 7TH GEN /8GB/256GB SSD/WEBCAM/14'' (35 cm)/WIN PRO)  ","18,490",
"ASUS Vivobook Pro 16, Intel Core i9 11th Gen, 16"" (40.64 cm) FHD+ 120Hz, Thin & Light Laptop (16GB/512GB SSD/4GB RTX 3050/Win 11/Office 2021/Alexa/Backlit KB/FP Sensor/Silver/1.9 kg), K6602HC-N1902WS  ","85,990",
"Lenovo Ideapad Gaming 3 AMD Ryzen 5 5600H 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA GTX 1650/120Hz/Win 11/Backlit Keyboard/3months Game Pass/Shadow Black/2.25Kg), 82K201UEIN  ","57,189",
"HP 15s, AMD Ryzen 3 5300U, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/Dual Speakers) 15s- eq2213AU  ","39,990",
"Apple 2023 MacBook Pro Laptop M2 Max chip with 12‑core CPU and 38‑core GPU: 33.74 cm (16.2-inch), 32GB Unified Memory, 1TB SSD Storage. Works with iPhone/iPad; Space Grey  ","3,49,900",
"(Renewed) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth 4.1/Webcam/Integrated Graphics)  ","29,999",
Acer Travelmate Business Laptop Intel Pentium N5030 Quad-core Processor (4GB DDR4/ 128GB SSD/UHD Graphics/Windows 11 Home/Spill Resistant Keyboard) TMB311-31 with 29.4 cm (11.6 Inches) HD Display  ,"31,206",
"Lenovo IdeaPad 3 Intel Core i3-1115G4 11th Gen 15.6 FHD Thin and Light Laptop (8 GB/256GB SDD/Windows 11/MS Office 2021/2Yr Warranty/Arctic Grey/1.65Kg), 82H801L3IN  ","35,990",
"Dell Inspiron 3520 Laptop,12th Gen Intel Core i3-1215,Windows 11 + MSO'21, 8GB, 512GB SSD, 15.6"" (39.62Cms) FHD WVA AG 120Hz 250 nits, Silver (D560915WIN9S. 1.65Kgs)  ","46,990",
"Dell Inspiron 3520 Laptop,12th Gen Intel Core i5-1235U, Windows 11 + MSO'21, 8GB, 1TB HDD+ 256GB SSD, 15.6"" (39.62Cms) FHD WVA AG 120Hz 250 nits, Backlit KB, Silver (D560917WIN9S, 1.65Kgs)  ","60,490",
"Dell Inspiron 3525 Laptop, AMD Ryzen R3-5425U, 8GB, 512GB, 15.6"" (39.62Cms) FHD WVA AG 120Hz 250 nits, Windows 11 + MSO'21, Platinum Silver (1.68Kgs D560764WIN9S)  ","39,990",
"(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim  ","26,615",
"ASUS Vivobook S 14 Flip (2023), AMD Ryzen 5 7530U, 14"" (35.56 cm) FHD+ Touch, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/Silver/1.50 kg), TN3402YAB-LZ522WS  ","68,990",
Xiaomi NoteBook Pro 120 12th Gen Intel i5-12450H Thin & Light (16GB LPDDR5 RAM/512GB SSD/Iris Xe Graphics/14″ 2.5K Resolution/120Hz Display/Win 11/Thunderbolt 4/MS Office’21/Fingerprint Sensor/1.45Kg)  ,"64,999",
"ASUS Vivobook 14, Intel Core i7-1165G7 11th Gen, 14"" (35.56 cm) FHD, Thin and Laptop (16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11/Office 2021/FP Sensor/Silver/1.55 kg), X415EA-EK701WS  ","56,990",
